S.No,Station ID,Station Name,EVSE ID,Address,City,State,Latitude,Longitude,Station Status,EVSE Status,Protocol,Coordinates,Map Link
149,6616465062b0f0f18f1c362f,Malaai Mandir Hll,032300130C03116,"Vasant Place Market, Sonia Gandhi Camp, Sector 6, Rama Krishna Puram, New Delhi, Delhi 110022",NEW DELHI,DELHI,28.5694,77.1651,Available,Available,ocpp1.6,"28.5694, 77.1651","28.5694, 77.1651"
150,6616465062b0f0f18f1c362f,Malaai Mandir Hll,032300130C03137,"Vasant Place Market, Sonia Gandhi Camp, Sector 6, Rama Krishna Puram, New Delhi, Delhi 110022",NEW DELHI,DELHI,28.5694,77.1651,Available,Coming soon,ocpp1.6,"28.5694, 77.1651","28.5694, 77.1651"
151,6616410b62b0f0f18f1c3617,Sangam Cut,032300130C03049,"Major Somnath Marg, KD Colony, Sector 12, Rama Krishna Puram, New Delhi, Delhi 110022",NEW DELHI,DELHI,28.5764,77.1717,Available,Available,ocpp1.6,"28.5764, 77.1717","28.5764, 77.1717"
152,6616400862b0f0f18f1c3610,Sangam T Point,032300130C03046,"H5CC+VWP, Sector 9, Rama Krishna Puram, New Delhi, Delhi 110022",NEW DELHI,DELHI,28.5718,77.1724,Available,Available,ocpp1.6,"28.5718, 77.1724","28.5718, 77.1724"
153,6616400862b0f0f18f1c3610,Sangam T Point,230301R10058,"H5CC+VWP, Sector 9, Rama Krishna Puram, New Delhi, Delhi 110022",NEW DELHI,DELHI,28.5718,77.1724,Available,Available,ocpp1.6,"28.5718, 77.1724","28.5718, 77.1724"
154,6615380fe9e6952ccc5c2ea1,Sheikh sarai,032300130C03093,"Press Enclave Marg, K Pocket, Phase II, Pushp Vihar, New Delhi, Delhi 110017",NEW DELHI,DELHI,28.5327,77.2293,Available,Available,ocpp1.6,"28.5327, 77.2293","28.5327, 77.2293"
155,6615380fe9e6952ccc5c2ea1,Sheikh sarai,032300130C03141,"Press Enclave Marg, K Pocket, Phase II, Pushp Vihar, New Delhi, Delhi 110017",NEW DELHI,DELHI,28.5327,77.2293,Available,Maintenance,ocpp1.6,"28.5327, 77.2293","28.5327, 77.2293"
156,66152ee348e1b5bd5ae1dc81,Press Enclave,032300130C03064,62 Saket District Centre District Centre Sector 6 Saket,NEW DELHI,DELHI,28.53,77.2184,Available,Available,ocpp1.6,"28.53, 77.2184","28.53, 77.2184"
157,66152ee348e1b5bd5ae1dc81,Press Enclave,032300130C03066,62 Saket District Centre District Centre Sector 6 Saket,NEW DELHI,DELHI,28.53,77.2184,Available,Faulted,ocpp1.6,"28.53, 77.2184","28.53, 77.2184"
158,6615297648e1b5bd5ae1dc78,TB Hospital,032300130C03009,"Service Rd Aurobindo Marg, Qila Rai Pithora, New Delhi, Delhi 110016",NEW DELHI,DELHI,28.5293,77.191,Available,Available,ocpp1.6,"28.5293, 77.191","28.5293, 77.191"
